No.,Business Unit,Card Code,Card Name,Email,Password,Universal Card Code,Credit Limit,Group,Territory,Class,Created Date
1201,APBW,C10848,918 AGGREGATES & TRUCKMASTER INC.,00065@mailinator.com,65,65,3600000,MANILA,BULACAN,ENTRY LEVEL,19-Mar-19
1202,APBW,C10859,CALOOCAN BEARING & PARTS CORP.,00676@mailinator.com,676,676,9500000,MANILA,PARANAQUE,-,19-Mar-19
1203,APBW,C10891,JAS TIRE SUPPLY,01989@mailinator.com,1989,1989,320000,BACOLOD,SAGAY CITY,BASE,19-Mar-19
1204,APBW,C10824,ASHKYLE TRADING & MACHINE SHOP,00381@mailinator.com,381,381,500000,MANILA,LAGUNA,-,19-Mar-19
1205,APBW,C10827,GLOBAL PACIFIC DISTRIBUTION NETWORK CORP.-CEBU,01611@mailinator.com,1611,1611,500000,CEBU,MANDAUE CITY,ENTRY LEVEL,19-Mar-19
1206,APBW,C10788,RRAA TRADING,03719@mailinator.com,3719,3719,600000,MANILA,RIZAL,-,19-Mar-19
1207,APBW,C10791,ROSS MICHAEL AGGREGATES,03697@mailinator.com,3697,3697,500000,TACLOBAN,SOUTHERN LEYTE,ENTRY LEVEL,19-Mar-19
1208,APBW,C10792,NYK VAN TRANSPORT GROUP,03086@mailinator.com,3086,3086,150000,ILOILO,ILOILO PROVINCE,ENTRY LEVEL,19-Mar-19
1209,APBW,C10806,"JARE ENTERPRISES, INC.",01982@mailinator.com,1982,1982,500000,MANILA,LAGUNA,-,19-Mar-19
1210,APBW,C10723,ELMORE MC TRICYCLE TIRE & VULCANIZING,01262@mailinator.com,1262,1262,1500000,MANILA,BATANGAS,ENTRY LEVEL,19-Mar-19
1211,APBW,C10764,LUCKY FOURTEEN TRUCKING SERVICES,02533@mailinator.com,2533,2533,2000000,MANILA,QUEZON PROVINCE,ENTRY LEVEL,19-Mar-19
1212,APBW,C10772,S & B CYCLE PARTS CENTER,03760@mailinator.com,3760,3760,275000,BOHOL,TAGBILARAN CITY,ENTRY LEVEL,19-Mar-19
1213,APBW,C10713,GILBERT DURANA BARTOLOME,01589@mailinator.com,1589,1589,50000,ILOILO,ILOILO CITY,-,19-Mar-19
1214,APBW,C10716,MF BATTERY CENTER,02766@mailinator.com,2766,2766,400000,MANILA,QUEZON PROVINCE,ENTRY LEVEL,19-Mar-19
1215,APBW,C10663,MT. ARS DREAM TRAVEL & TOURS,02903@mailinator.com,2903,2903,50000,CEBU,CEBU CITY,ENTRY LEVEL,19-Mar-19
1216,APBW,C10669,R & B TRADING & MACHINE SHOP,03383@mailinator.com,3383,3383,400000,MANILA,BATAAN,NOT AVAILABLE,19-Mar-19
1217,APBW,C10685,PETER DUMDUM A.,03225@mailinator.com,3225,3225,50000,CEBU,CEBU CITY,-,19-Mar-19
1218,APBW,C10638,RSE TIRE SUPPLY & GEN. MDSE.,03727@mailinator.com,3727,3727,150000,MANILA,BATANGAS,ENTRY LEVEL,19-Mar-19
1219,APBW,C10642,BDSY TIREVILLE MARKETING,00500@mailinator.com,500,500,300000,CEBU,CEBU CITY,BASE,19-Mar-19
1220,APBW,C10648,BUDIAWIS MARKETING,00644@mailinator.com,644,644,250000,ILOILO,ANTIQUE,ENTRY LEVEL,19-Mar-19
1221,APBW,C10659,ARKAY MARKETING,00355@mailinator.com,355,355,500000,CEBU,MANDAUE CITY,-,19-Mar-19
1222,APBW,C10594A,FIDEL S. TORRES JR.,01418@mailinator.com,1418,1418,0,MANILA,RIZAL,-,19-Mar-19
1223,APBW,C10601,JAM LINER INC.,01957@mailinator.com,1957,1957,20000000,MANILA,LAGUNA,-,19-Mar-19
1224,APBW,C10601A,PHILTRANCO SERVICE ENTERPRISES,03259@mailinator.com,3259,3259,0,MANILA,LAGUNA,-,19-Mar-19
1225,APBW,C10579,JONAS TIRE SUPPLY,02199@mailinator.com,2199,2199,1500000,MANILA,BULACAN,ENTRY LEVEL,19-Mar-19
1226,APBW,C10584A,NESTLEE TRUCKING SERVICES,02977@mailinator.com,2977,2977,800000,MANILA,BATANGAS,ENTRY LEVEL,19-Mar-19
1227,APBW,C10593,ZIDAC TRUCKING AND TRADING,04548@mailinator.com,4548,4548,1500000,MANILA,QUEZON PROVINCE,ENTRY LEVEL,19-Mar-19
1228,APBW,C10594,RRCG TRANSPORT SYSTEM CO. INC.,03723@mailinator.com,3723,3723,1300000,MANILA,RIZAL,-,19-Mar-19
1229,APBW,C10543,DYNAMIC TIRE TRADING,01163@mailinator.com,1163,1163,600000,MANILA,CAVITE,ENTRY LEVEL,19-Mar-19
1230,APBW,C10512,DON DON LINER CORP.,01120@mailinator.com,1120,1120,600000,MANILA,ALBAY,-,19-Mar-19
1231,APBW,C10527,E. BAYSON BATTERY SHOP AND AUTO PARTS,01167@mailinator.com,1167,1167,1500000,MANILA,ISABELA,ENTRY LEVEL,19-Mar-19
1232,APBW,C10473,M.R.F TIRE SUPPLY,02561@mailinator.com,2561,2561,4000000,MANILA,PAMPANGA,ENTRY LEVEL,19-Mar-19
1233,APBW,C10505,TOPGEAR CAR CARE CENTER,04221@mailinator.com,4221,4221,1100000,MANILA,QUIRINO,ENTRY LEVEL,19-Mar-19
1234,APBW,C10425,DC AGGREGATES AND CONSTRUCTION,01025@mailinator.com,1025,1025,500000,TACLOBAN,WESTERN LEYTE,ENTRY LEVEL,19-Mar-19
1235,APBW,C10344,EDRICH TIRE SUPPLY & MARKETING,01212@mailinator.com,1212,1212,2000000,TACLOBAN,SOUTHERN LEYTE,FLAGSHIP SILVER,19-Mar-19
1236,APBW,C10387,DUMAGUETE EQUIPMENT & SERVICE CENTER,01148@mailinator.com,1148,1148,600000,DUMAGUETE,DUMAGUETE CITY,BASE,19-Mar-19
1237,APBW,C10329A,DIVINE TIRE SUPPLY,03793@mailinator.com,3793,3793,3000000,MANILA,PANGASINAN,CLASS11,19-Mar-19
1238,APBW,C10227,MANDAUE TRUST MARKETING & AUTO SUPPLY,02620@mailinator.com,2620,2620,1150000,CEBU,MANDAUE CITY,ENTRY LEVEL,19-Mar-19
1239,APBW,C10232,LAVA MARKETING & CONST. SUPPLY,02447@mailinator.com,2447,2447,900000,BOHOL,BOHOL PROVINCE,ENTRY LEVEL,19-Mar-19
1240,APBW,C10284,KAPS AUTO PARTS,02316@mailinator.com,2316,2316,4000000,MANILA,PARANAQUE,-,19-Mar-19
1241,APBW,C10179,GCI TRANSPORT,01527@mailinator.com,1527,1527,500000,MANILA,BULACAN,ENTRY LEVEL,19-Mar-19
1242,APBW,C10204,J CAB'S MOTOR PARTS,01909@mailinator.com,1909,1909,200000,CEBU,CEBU SOUTH,ENTRY LEVEL,19-Mar-19
1243,APBW,C10081,JETS GEN. MERCHANDISING & MACHINE SHOP,02077@mailinator.com,2077,2077,1000000,MANILA,ISABELA,-,19-Mar-19
1244,APBW,C10084,FELISA C. OCAMPO TIRE SALES & SERVICES,01400@mailinator.com,1400,1400,500000,MANILA,NUEVA ECIJA,ENTRY LEVEL,19-Mar-19
1245,APBW,C09951,Z & G CONSTRUCTION SERVICES,04526@mailinator.com,4526,4526,200000,CEBU,CEBU NORTH,ENTRY LEVEL,19-Mar-19
1246,APBW,C09795,REYMANN GEN MDSE.,03530@mailinator.com,3530,3530,30000,CEBU,MANDAUE CITY,ENTRY LEVEL,19-Mar-19
1247,APBW,C09839,EUFRO CONST. SUPPLY,01321@mailinator.com,1321,1321,80000,BOHOL,BOHOL PROVINCE,ENTRY LEVEL,19-Mar-19
1248,APBW,C09864,ENERGY & BUILDING APPLICATIONS TECHNOLOGIES CORP. (EBATECH),01287@mailinator.com,1287,1287,80000,CEBU,MANDAUE CITY,ENTRY LEVEL,19-Mar-19
1249,APBW,C09920,"ARTEMIO MONDIA, JR. - SAMPLE",00372@mailinator.com,372,372,50000,CEBU,CEBU CITY,NOT AVAILABLE,19-Mar-19
1250,APBW,C09579,CAMP CONSTRUCTION,00683@mailinator.com,683,683,300000,CEBU,CEBU CITY,ENTRY LEVEL,19-Mar-19
1251,APBW,C09678,HILLTOP TOURS INC./RBM GRAND RALLY INC.,01762@mailinator.com,1762,1762,1500000,MANILA,BULACAN,ENTRY LEVEL,19-Mar-19
1252,APBW,C09705,WASHINGTON ELECTRICAL,04423@mailinator.com,4423,4423,500000,CEBU,CEBU CITY,ENTRY LEVEL,19-Mar-19
1253,APBW,C09730,SEN HIAP TAI,03863@mailinator.com,3863,3863,50000,CEBU,CEBU CITY,-,19-Mar-19
1254,APBW,C09524,JESSIE JAMES ALIGNO - SAMPLE,02072@mailinator.com,2072,2072,50000,CEBU,CEBU CITY,-,19-Mar-19
1255,APBW,C09538,"NEW ALPINE ELECTRICAL & IND'L SUPPLIES, INC.",02981@mailinator.com,2981,2981,320000,CEBU,CEBU CITY,ENTRY LEVEL,19-Mar-19
1256,APBW,C09506,TITA ANG TAN,04195@mailinator.com,4195,4195,50000,MANILA,MANILA,NOT AVAILABLE,19-Mar-19
1257,APBW,C09507,TAIYANG TRADING,04105@mailinator.com,4105,4105,1000000,MANILA,MANILA,ENTRY LEVEL,19-Mar-19
1258,APBW,C09511,GEORGE O. CHUA,01574@mailinator.com,1574,1574,50000,CEBU,CEBU CITY,-,19-Mar-19
1259,APBW,C06923,SPEED HUB CYCLE HAUS,03985@mailinator.com,3985,3985,130000,BACOLOD,SAGAY CITY,NOT AVAILABLE,19-Mar-19
1260,APBW,C06925,DARWIN-LORENZ MOTORCYCLE PARTS,01009@mailinator.com,1009,1009,1250000,MANILA,PAMPANGA,-,19-Mar-19
1261,APBW,C09505,GLOBAL PACIFIC DISTRIBUTION NETWORK CORP- MANILA BRANCH,01609@mailinator.com,1609,1609,0,MANILA,MANILA,-,19-Mar-19
1262,APBW,C06883,FULL SPEED RACING PARTS & ACCESSORIES,01487@mailinator.com,1487,1487,120000,CEBU,CEBU SOUTH,ENTRY LEVEL,19-Mar-19
1263,APBW,C06893,TRADE.COM.PH CORPORATION,04237@mailinator.com,4237,4237,1000000,MANILA,QUEZON CITY,ENTRY LEVEL,19-Mar-19
1264,APBW,C06909,JME CAR AIRCON AND MOTOR SERVICES,02139@mailinator.com,2139,2139,480000,BACOLOD,BACOLOD CITY,BASE,19-Mar-19
1265,APBW,C06816,STAR CYCLE MOTORCYCLE SPARE PARTS,04013@mailinator.com,4013,4013,1500000,MANILA,PAMPANGA,NOT AVAILABLE,19-Mar-19
1266,APBW,C06835,GINEBRA SAN MIGUEL INC. -  BACOLOD BRANCH,01594@mailinator.com,1594,1594,500000,BACOLOD,LA CARLOTA CITY,-,19-Mar-19
1267,APBW,C06871,JOSYALA GENESA CORP.,02226@mailinator.com,2226,2226,2000000,MANILA,PANGASINAN,ENTRY LEVEL,19-Mar-19
1268,APBW,C06771,CYCLEMER ENTERPRISES,00956@mailinator.com,956,956,200000,MANILA,VALENZUELA,-,19-Mar-19
1269,APBW,C06779,KVV MOTORCYCLE PARTS AND ACCESSORIES,02399@mailinator.com,2399,2399,1200000,MANILA,CAVITE,ENTRY LEVEL,19-Mar-19
1270,APBW,C06759,PILLORA LINES,03267@mailinator.com,3267,3267,50000,BACOLOD,BACOLOD CITY,-,19-Mar-19
