No.,Business Unit,Card Code,Card Name,Email,Password,Universal Card Code,Credit Limit,Group,Territory,Class,Created Date
1801,NTMC,C11627,EDY TIRE TRADING,01219@mailinator.com,1219,1219,0,MANILA,LAGUNA,-,2-Jan-20
1802,NTMC,C11629,"MANCERA STORE & HARDWARE SUPPLY, INC.",02613@mailinator.com,2613,2613,300000,TACLOBAN,TACLOBAN CITY,-,2-Jan-20
1803,NTMC,C11631,ANGEL ONE MARKETING,00297@mailinator.com,297,297,50000,ILOILO,ILOILO CITY,REGULAR,2-Jan-20
1804,NTMC,C11594,PAULSEN ENTERPRISES,03202@mailinator.com,3202,3202,200000,CEBU,MANDAUE CITY,REGULAR,2-Jan-20
1805,NTMC,C11566,SHAR'S OILS & SUPPLIES,03879@mailinator.com,3879,3879,100000,BACOLOD,BACOLOD CITY,REGULAR,2-Jan-20
1806,NTMC,C11571,HARTZ ON WHEELS AUTO CARE CENTER,01722@mailinator.com,1722,1722,60000,ILOILO,ILOILO CITY,REGULAR,2-Jan-20
1807,NTMC,C11591,JASON TIMARIO,01992@mailinator.com,1992,1992,50000,BOHOL,UBAY,-,2-Jan-20
1808,NTMC,C11600,YUXEN LINES,04525@mailinator.com,4525,4525,0,BACOLOD,BACOLOD CITY,-,2-Jan-20
1809,NTMC,C11605,FF CRUZ SHIPPING CORPORATION,01413@mailinator.com,1413,1413,200000,ILOILO,ILOILO CITY,REGULAR,2-Jan-20
1810,NTMC,C11607,BSA MOTOR PARTS MARKETING,00636@mailinator.com,636,636,150000,CEBU,CEBU CITY,REGULAR,2-Jan-20
1811,NTMC,C11601,TOYOTA MOTOR PHILIPPINES CORPORATION,04233@mailinator.com,4233,4233,800000,MANILA,PADRE GARCIA,REGULAR,2-Jan-20
1812,NTMC,C11583,MINERVA GOLDRICH TIRE CORPORATION,02805@mailinator.com,2805,2805,2000000,MANILA,BATANGAS,REGULAR,2-Jan-20
1813,NTMC,C11599,"HONDA CAR PHILIPPINES, INC",01783@mailinator.com,1783,1783,500000,MANILA,LAGUNA,REGULAR,2-Jan-20
1814,NTMC,C11556,MS TIRE & SERVICE CENTER,02897@mailinator.com,2897,2897,1650000,MANILA,BATANGAS,REGULAR,2-Jan-20
1815,NTMC,C11493,ASIATEMP GLASS CORPORATION,00393@mailinator.com,393,393,0,CEBU,MANDAUE CITY,REGULAR,2-Jan-20
1816,NTMC,C11503,CEBU HYDRAULIC HOSE SERVICE CENTER,00744@mailinator.com,744,744,0,CEBU,MANDAUE CITY,-,2-Jan-20
1817,NTMC,C11529,REDEMPTOR DACILLO,03491@mailinator.com,3491,3491,0,CEBU,BOGO CITY,REGULAR,2-Jan-20
1818,NTMC,C11537,ROYCE RACING ENTERPRISES,03706@mailinator.com,3706,3706,50000,ILOILO,ILOILO CITY,REGULAR,2-Jan-20
1819,NTMC,C11541,MICHELIN ASIA (SINGAPORE) CO.PTE.LTD.,02788@mailinator.com,2788,2788,50000,MANILA,MUNTINLUPA,-,2-Jan-20
1820,NTMC,C11545,B.M. MARKETING,00453@mailinator.com,453,453,200000,TACLOBAN,TACLOBAN CITY,REGULAR,2-Jan-20
1821,NTMC,C11545A,B.M. MARKETING - CEBU,00455@mailinator.com,455,455,0,CEBU,MANDAUE CITY,REGULAR,2-Jan-20
1822,NTMC,C11554,R2 KIDS HOME BUILDERS & CONSTRUCTION SUPPLY,03411@mailinator.com,3411,3411,50000,BOHOL,TAGBILARAN CITY,REGULAR,2-Jan-20
1823,NTMC,C11561,J.T. MORALES PREMA FABRICATORS,01935@mailinator.com,1935,1935,0,CEBU,MANDAUE CITY,REGULAR,2-Jan-20
1824,NTMC,C11528,GOMAR TRADING,01650@mailinator.com,1650,1650,5000000,MANILA,BATANGAS,REGULAR,2-Jan-20
1825,NTMC,C11398,ASIAN ALCOHOL CORPORATION,00389@mailinator.com,389,389,500000,BACOLOD,BACOLOD CITY,-,2-Jan-20
