No.,Business Unit,Card Code,Card Name,Email,Password,Universal Card Code,Credit Limit,Group,Territory,Class,Created Date
714,NTMC,C13579,"MANILA WATER PHILIPPINE VENTURES, INC.",02625@mailinator.com,2625,2625,0,CEBU,CEBU CITY,-,4-Aug-20
715,NTMC,C13560B,LEX CITICONCRETE INC.,02478@mailinator.com,2478,2478,0,MANILA,PANIQUI,REGULAR,30-Jul-20
716,NTMC,C13560A,CITICON READY MIX & CONST. INC.,00841@mailinator.com,841,841,500000,MANILA,BI?N,REGULAR,30-Jul-20
717,NTMC,C13578,PASIA AGGREGATES AND SUPPLY,03195@mailinator.com,3195,3195,0,MANILA,GENERAL TRIAS,REGULAR,30-Jul-20
718,NTMC,C13577,GERALDEZ GENERAL SERVICES,01575@mailinator.com,1575,1575,350000,CEBU,MANDAUE CITY,REGULAR,30-Jul-20
719,NTMC,C13576,AGETRO TAXI,00160@mailinator.com,160,160,100000,MANILA,QUEZON CITY,REGULAR,30-Jul-20
720,NTMC,C13575,BOY WONDER TRANSPORT,00613@mailinator.com,613,613,0,MANILA,PARANAQUE,REGULAR,30-Jul-20
721,NTMC,C13574,AMANDY CONSTRUCTION TRADING AND SERVICES,00268@mailinator.com,268,268,300000,MANILA,NORZAGARAY,REGULAR,30-Jul-20
722,NTMC,C13573,MRBA ENTERPRISES,02894@mailinator.com,2894,2894,300000,MANILA,PORAC,REGULAR,30-Jul-20
723,NTMC,C13572,K4SC CORPORATION,02304@mailinator.com,2304,2304,350000,MANILA,PORAC,REGULAR,30-Jul-20
724,NTMC,C13571,ISSA TRANSPORT SERVICE,01888@mailinator.com,1888,1888,0,MANILA,QUEZON CITY,REGULAR,29-Jul-20
725,NTMC,C13570,JL CLEAN FUEL INC.,02126@mailinator.com,2126,2126,1000000,MANILA,CAGAYAN VALLEY,-,28-Jul-20
726,NTMC,C12425B,"ICONIC DEALERSHIP, INC.",01813@mailinator.com,1813,1813,0,MANILA,TAGUIG,-,28-Jul-20
727,NTMC,C04321B,"LIRIO SHIPPING LINES, INC.",02503@mailinator.com,2503,2503,-,CEBU,MANDAUE CITY,NOT AVAILABLE,28-Jul-20
728,NTMC,C12425A,"ICONIC DEALERSHIP, INC.",01812@mailinator.com,1812,1812,0,MANILA,TAGUIG,REGULAR,27-Jul-20
729,NTMC,C13569,KALUHA TWIN TRADING & SERVICES CORP.,02312@mailinator.com,2312,2312,200000,CEBU,CEBU CITY,REGULAR,24-Jul-20
730,NTMC,C13568,JVG GENERAL MERCHANDISE,02293@mailinator.com,2293,2293,100000,MANILA,TARLAC,REGULAR,24-Jul-20
731,NTMC,C12340,MELTERS STEEL CORPORATION,02741@mailinator.com,2741,2741,500000,MANILA,SAN FERNANDO,REGULAR,24-Jul-20
732,NTMC,C12621,JAGNEE FISHING CORPORATION,01952@mailinator.com,1952,1952,400000,ILOILO,ILOILO CITY,REGULAR,23-Jul-20
